-87.75 0.0418 0.0022 2.25
-83.25 0.0421 0.0022 2.25
-78.75 0.0426 0.0022 2.25
-74.25 0.0438 0.0022 2.25
-69.75 0.0361 0.0020 2.25
-65.25 0.0328 0.0019 2.25
-60.75 0.0309 0.0019 2.25
-56.25 0.0286 0.0018 2.25
-51.75 0.0249 0.0019 2.25
-47.25 0.0249 0.0017 2.25
-42.75 0.0276 0.0018 2.25
-38.25 0.0268 0.0017 2.25
-33.75 0.0247 0.0015 2.25
-29.25 0.0212 0.0015 2.25
-24.75 0.0220 0.0015 2.25
-20.25 0.0233 0.0016 2.25
-15.75 0.0211 0.0016 2.25
-11.25 0.0208 0.0015 2.25
-6.75 0.0183 0.0015 2.25
-2.25 0.0166 0.0013 2.25
2.25 0.0180 0.0015 2.25
6.75 0.0179 0.0014 2.25
11.25 0.0164 0.0014 2.25
15.75 0.0173 0.0014 2.25
20.25 0.0206 0.0015 2.25
24.75 0.0170 0.0015 2.25
29.25 0.0195 0.0014 2.25
33.75 0.0215 0.0016 2.25
38.25 0.0160 0.0015 2.25
42.75 0.0184 0.0015 2.25
47.25 0.0193 0.0015 2.25
51.75 0.0214 0.0016 2.25
56.25 0.0199 0.0015 2.25
60.75 0.0203 0.0014 2.25
65.25 0.0288 0.0017 2.25
69.75 0.0303 0.0020 2.25
74.25 0.0272 0.0019 2.25
78.75 0.0293 0.0018 2.25
83.25 0.0307 0.0019 2.25
87.75 0.0236 0.0016 2.25
