{22,22}           | 0.3943 | P_2Gamma       | Tevatron1800/Eta_2Gamma.dat;
{11,-11,22}       | 0.006  | P_FFGamma      | Tevatron1800/Eta_GammaE+E-.dat;
{13,-13,22}       | 0.0003 | P_FFGamma      | Tevatron1800/Eta_GammaMu+Mu-.dat;
{111,111,111}     | 0.3251 | P_3P_DalitzDef | Tevatron1800/Eta_3Pi0.dat;
{111,211,-211}    | 0.226  | P_3P_DalitzDef | Tevatron1800/Eta_3Pi.dat;
{111,22,22}       | 0.0007 | P_P2Gamma      | Tevatron1800/Eta_Pi02Gamma.dat;
{211,-211,22}     | 0.0468 | P_2PGamma      | Tevatron1800/Eta_2PiGamma.dat;
#{211,-211,11,-11} | 0.0005 | P_2PFF         | Tevatron1800/Eta_2PiE+E-.dat;
