 1  7.5423  0.625373  0.0829154  5000  0.363214  0.84 
 2  7.24157  0.406895  0.0561888  10000  0.362911  1.68 
 3  7.05126  0.297364  0.0421718  15000  0.371195  2.5 
 4  6.98672  0.253923  0.0363437  20000  0.381025  3.32 
 5  7.03978  0.225897  0.0320886  25000  0.38279  4.14 
 6  6.96703  0.195929  0.0281224  30000  0.386081  4.96 
 7  7.00977  0.17754  0.0253276  35000  0.393161  5.78 
 8  7.09152  0.163894  0.0231113  40000  0.401421  6.62 
 9  7.00004  0.145971  0.0208529  45000  0.407623  7.42 
 10  6.93861  0.124711  0.0179735  50000  0.41247  8.24 
 11  6.92754  0.108722  0.0156942  55000  0.417933  9.01 
 12  6.9183  0.100058  0.0144628  60000  0.421816  9.81 
 13  7.00615  0.0946004  0.0135025  65000  0.426294  10.58 
 14  6.99156  0.0878357  0.0125631  70000  0.431398  11.37 
 15  6.9714  0.0814887  0.011689  75000  0.435353  12.14 
 16  6.99145  0.0760554  0.0108783  80000  0.437242  12.92 
 17  7.02187  0.0713752  0.0101647  85000  0.439415  13.68 
 18  7.01526  0.0665815  0.00949095  90000  0.440598  14.45 
 19  7.02744  0.0628893  0.00894911  95000  0.441341  15.21 
 20  7.03726  0.0597362  0.00848856  100000  0.441152  15.96 
 21  7.03352  0.056559  0.00804136  105000  0.440677  16.72 
 22  7.03169  0.0552141  0.00785218  110000  0.444739  17.47 
 23  7.02462  0.0534294  0.00760603  115000  0.448259  18.21 
 24  7.03061  0.0519555  0.0073899  120000  0.451464  18.96 
 25  7.00287  0.0500398  0.00714561  125000  0.454752  19.7 
 26  7.02112  0.0498907  0.00710581  130000  0.45745  20.46 
 27  7.02478  0.0490207  0.00697826  135000  0.461425  21.27 
 28  7.02459  0.0480975  0.00684702  140000  0.465033  22.02 
 29  7.03498  0.0470852  0.00669302  145000  0.46744  22.79 
 30  7.03761  0.0460024  0.00653665  150000  0.469064  23.58 
 31  7.03235  0.0449456  0.00639126  155000  0.470953  24.35 
 32  7.04105  0.044038  0.00625446  160000  0.472658  25.14 
 33  7.04514  0.043088  0.00611599  165000  0.473964  25.86 
 34  7.04449  0.0421308  0.00598068  170000  0.475439  26.59 
 35  7.04792  0.0416791  0.00591367  175000  0.476837  27.33 
 36  7.04605  0.0409195  0.00580744  180000  0.47815  28.05 
 37  7.05035  0.0403172  0.00571847  185000  0.479411  28.79 
 38  7.05321  0.0396689  0.00562423  190000  0.480865  29.51 
 39  7.04269  0.0390451  0.00554405  195000  0.482064  30.27 
 40  7.04329  0.0384404  0.00545774  200000  0.482845  31.01 
 41  7.04607  0.0376623  0.00534514  205000  0.483722  31.75 
 42  7.0405  0.0369383  0.00524654  210000  0.484656  32.48 
 43  7.03159  0.036439  0.00518218  215000  0.485176  33.21 
 44  7.03322  0.0358621  0.00509896  220000  0.486385  33.95 
 45  7.03566  0.0353962  0.00503097  225000  0.487325  34.71 
 46  7.03453  0.0339724  0.00482938  240000  0.489305  36.97 
 47  7.04428  0.0332703  0.00472302  250000  0.490757  38.57 
 48  7.05792  0.0327098  0.00463448  260000  0.491928  40.09 
 49  7.05667  0.0319213  0.00452357  270000  0.493038  41.57 
 50  7.057  0.0312231  0.00442441  280000  0.494178  43.03 
 51  7.0619  0.0305973  0.00433273  290000  0.495329  44.51 
 52  7.05639  0.0299171  0.00423972  300000  0.496355  46.01 
 53  7.05473  0.0292526  0.00414652  310000  0.497214  47.52 
