 1  1662.95  35.4714  0.0213304  5000  0.386548  0.16 
 2  1627.73  48.9604  0.030079  7071  0.446853  0.22 
 3  1651.86  27.7566  0.0168033  9999  0.522851  0.31 
 4  1644.25  17.8078  0.0108304  14140  0.600884  0.43 
 5  1654.73  12.2706  0.00741548  19996  0.67497  0.59 
 6  1665.18  8.84007  0.00530878  28278  0.742029  0.82 
 7  1670.54  6.56272  0.0039285  39991  0.799612  1.13 
 8  1672.65  5.00108  0.00298991  56555  0.8461  1.57 
 9  1673.05  3.88824  0.00232405  79980  0.882333  2.18 
 10  1674.76  3.06541  0.00183036  113108  0.909945  3.04 
 11  1677.96  2.45123  0.00146084  159958  0.930903  4.24 
