 1  16.8266  0.592221  0.0351956  5000  0.985416  0.08 
 2  16.5039  0.904855  0.0548268  7071  0.986468  0.13 
 3  16.8724  0.434927  0.0257775  9999  0.989608  0.19 
 4  16.8814  0.251785  0.0149149  14140  0.992281  0.27 
 5  16.9128  0.158382  0.00936463  19996  0.994133  0.37 
 6  16.9252  0.104492  0.00617374  28278  0.995634  0.51 
 7  16.9597  0.0711737  0.00419663  39991  0.996834  0.71 
 8  16.9579  0.0497073  0.00293122  56555  0.997601  1 
 9  16.9636  0.0353073  0.00208136  79980  0.998153  1.45 
 10  16.9659  0.0254872  0.00150226  113108  0.998508  2.03 
 11  16.9626  0.0186683  0.00110055  159958  0.998826  2.8 
