{211,-211}		| 0.56636
{111,111}		| 0.28318
{211,-211,211,-211}	| 0.02812
{211,-211,111,111}	| 0.07130
{321,-321}		| 0.02310
{310,130}		| 0.02310
{221,221}		| 0.00453
{111,111,111,111}	| 0.00030
{22,22}			| 0.00001
