{213,111}	| 0.34700	|
{211,113}	| 0.34700	|
{221,211}	| 0.14430	|
{223,211,111}   | 0.10490	|
{321,-311}      | 0.04886	|
{331,211}	| 0.00526 	|
{211,22}        | 0.00268	| 
