{211,-211}           | 0.998889
{111,22}             | 0.0006
{221,22}             | 0.0003
{11,-11}             | 0.000047
{13,-13}             | 0.000046
{211,-211,111}       | 0.0001
{211,-211,211,-211}  | 0.000018
