{213,-211}	| 0.34700	|
{-213,211}	| 0.34700	|
{221,111}	| 0.14430	|
{223,211,-211}  | 0.10490	|
{321,-321}      | 0.02443	|
{310,130}       | 0.02443	|
{331,111}	| 0.00526 	|
{111,22}        | 0.00268	| 
