{211,-11,12}		| 0.19405
{-211,11,-12}		| 0.19405
{211,-13,14}		| 0.13595
{-211,13,-14}		| 0.13595
{211,111,-11,12}	| 0.00003
{-211,111,11,-12}	| 0.00003
{111,111,111}		| 0.21050
{211,-211,111}		| 0.12590
{211,-211}		| 0.00209
{111,111}		| 0.00093
{22,22}			| 0.00052


