kf      Mass     Width	  3*e  Y   2*Spin  on  stbl     Name  	 
117     1.691	 0.16	    0  0     0     0    0       rho(3)(1690)
217     1.691	 0.16	    3  0     0     0    0	rho(3)(1690)+
227     1.667	 0.168	    0  0     0     0    0	omega(3)(1670)
317     1.776	 0.159	    0  0     0     0    0	K(3)*(1780)
327     1.776	 0.159	    3  0     0     0    0	K(3)*(1780)+
337     1.854	 0.087	    0  0     0     0    0	phi(3)(1850)
119     2.014	 0.361	    0  0     0     0    0       a(4)(2040)
219     2.014	 0.361	    3  0     0     0    0	a(4)(2040)+
229     2.044	 0.208	    0  0     0     0    0	f(4)(2050)
319     2.045	 0.198	    0  0     0     0    0	K(4)*(2045)
329     2.045	 0.198	    3  0     0     0    0	K(4)*(2045)+
339     2.2311	 0.023	    0  0     0     0    0	f(J)(2220)
10111	1.474	 0.265	    0  0     0     1    0	a(0)(1450)
10211	1.474	 0.265      3  0     0     1    0	a(0)(1450)+
10221	1.35	 0.5	    0  0     0     1    0	f(0)(1370)
10311	1.429	 0.287	    0  0     0     1    0	K(0)*(1430)
10321	1.429	 0.287	    3  0     0     1    0	K(0)*(1430)+
10331	1.715	 0.125	    0  0     0     1    0	f(0)(1710)
10411   2.26511  0.05       3  0     0     1    0       D*(0)+
10421   2.272    0.05       0  0     0     1    0       D*(0)           
10431   2.5      0.05       3  0     0     1    0       D*(s0)+          
10441	3.4173	 0.014	    0  0     0     1    0	chi(c0)(1P)
10511   5.68     0.05       0  0     0     1    0       B*(0)
10521   5.68     0.05       3  0     0     1    0       B*(0)+
10531   5.92     0.05       0  0     0     1    0       B*(s0)
10541   7.25     0.05       3  0     0     1    0       B*(c0)+
10551	9.8598	 0.050	    0  0     0     1    0	chi(b0)(1P)
10113	1.2295	 0.142	    0  0     0     1    0	b(1)(1235)
10213	1.2295	 0.142	    3  0     0     1    0	b(1)(1235)+
10223	1.17	 0.36	    0  0     0     1    0	h(1)(1170)
10313	1.272	 0.09	    0  0     0     1    0	K(1)(1270)
10323	1.272	 0.09	    3  0     0     1    0	K(1)(1270)+
10333	1.386	 0.091	    0  0     0     1    0	h(1)(1380)
10413   2.424    0.02       3  0     0     1    0       D(1)(2420)+            
10423	2.4222	 0.0189	    0  0     0     1    0	D(1)(2420)
10433	2.5353	 0.001	    3  0     0     1    0	D(s1)(2536)+
10443   3.46     0.01       0  0     0     1    0       h(c1)
10553   9.875    0.01       0  0     0     1    0       h(b1)
10513   5.73     0.05       0  0     0     1    0       B(1)
10523   5.73     0.05       3  0     0     1    0       B(1)+
10533   5.97     0.05       0  0     0     1    0       B(s1)0
10543   7.3      0.05       3  0     0     1    0       B(c1)+
10115	1.67	 0.258	    0  0     0     0    0	pi(2)(1670)
10215	1.67	 0.258	    3  0     0     0    0	pi(2)(1670)+
10225	1.617	 0.181	    0  0     0     0    0	eta(2)(1645)
10315	1.773	 0.186	    0  0     0     0    0	K(2)(1770)
10325	1.773	 0.186	    3  0     0     0    0	K(2)(1770)+
10335	1.842	 0.225	    0  0     0     0    0	eta(2)(1870)
20113	1.23	 0.400	    0  0     0     1    0	a(1)(1260)
20213	1.23	 0.400	    3  0     0     1    0	a(1)(1260)+
20223	1.2819	 0.024	    0  0     0     1    0	f(1)(1285)
20313	1.402	 0.174	    0  0     0     1    0	K(1)(1400)
20323	1.402	 0.174	    3  0     0     1    0	K(1)(1400)+
20333	1.4262	 0.055	    0  0     0     1    0	f(1)(1420)
20413   2.39155  0.003      3  0     0     1    0       D_1(H)+
20423   2.43267  0.003      0  0     0     1    0       D_1(H)
20433   2.56     0.003      3  0     0     1    0       D*_1s+          
20513   5.78     0.05       0  0     0     1    0       B*(1)
20523   5.78     0.05       3  0     0     1    0       B*(1)+
20533   6.02     0.05       0  0     0     1    0       B*(s1)
20543   7.3      0.05       3  0     0     1    0       B*(c1)+
20553	9.8919	 0.001	    0  0     0     1    0	chi(b1)(1P)
20315	1.816	 0.276	    0  0     0     0    0	K(2)(1820)
20325	1.816	 0.276	    3  0     0     0    0	K(2)(1820)+
20443	3.51053	 0.00088    0  0     0     1    0	chi(c1)(1P)
30113	1.7	 0.24	    0  0     0     0    0	rho(1700)
30213	1.7	 0.24	    3  0     0     0    0	rho(1700)+
30223	1.670	 0.31	    0  0     0     0    0	omega(1650)
30313	1.717	 0.32	    0  0     0     0    0	K*(1680)
30323	1.717	 0.32	    3  0     0     0    0	K*(1680)+
30333	1.900	 0.32	    0  0     0     0    0	f1(1900)_fict 
30443	3.7699	 0.0236	    0  0     0     0    0	psi(3770)
100111	1.3	 0.400	    0  0     0     1    0	pi(1300)
100211	1.3	 0.400	    3  0     0     1    0	pi(1300)+
100221	1.297	 0.053	    0  0     0     1    0	eta(1295)
100311	1.46	 0.26	    0  0     0     1    0	K(1460)
100321	1.46	 0.26	    3  0     0     1    0	K(1460)+
100331	1.476	 0.08	    0  0     0     1    0	eta(1475)
100113	1.465	 0.31	    0  0     0     1    0	rho(1450)
100213	1.465	 0.31	    3  0     0     1    0	rho(1450)+
100223	1.419	 0.17	    0  0     0     1    0	omega(1420)
100313	1.414	 0.232	    0  0     0     1    0	K*(1410)
100323	1.414	 0.232	    3  0     0     1    0	K*(1410)+
100333	1.68	 0.15	    0  0     0     1    0	phi(1680)
100335	2.01	 0.2	    0  0     0     0    0	f(2)(2010)
100443	3.686	 0.000277   0  0     0     1    0	psi(2S)
100553	10.0233	 4.4e-05    0  0     0     1    0	Upsilon(2S)
100555	10.2685	 0.001	    0  0     0     0    0	chi(b2)(2P)
110551	10.2321	 0.001	    0  0     0     0    0	chi(b0)(2P)
120553	10.2552	 0.001	    0  0     0     0    0	chi(b1)(2P)
200553	10.3553	 2.63e-05   0  0     0     0    0	Upsilon(3S)
300553	10.58	 0.01	    0  0     0     0    0	Upsilon(4S)
9000111	0.9834	 0.075	    0  0     0     1    0	a(0)(980)
9000211	0.9834	 0.075	    3  0     0     1    0	a(0)(980)+
9000221 0.600    0.600      0  0     0     1    0       f(0)(600)
9000443	4.04	 0.052	    0  0     0     0    0	psi(4040)
9000553	10.865	 0.11	    0  0     0     0    0	Upsilon(10860)
9010221	0.98	 0.070	    0  0     0     1    0	f(0)(980)
9010553	11.019	 0.079	    0  0     0     0    0	Upsilon(11020)
9010443	4.159	 0.078	    0  0     0     0    0	psi(4160)
9020221	1.5	 0.112	    0  0     0     0    0	f(0)(1500)
9020443	4.415	 0.043	    0  0     0     0    0	psi(4415)
9030221	1.712	 0.133	    0  0     0     0    0	f(J)(1710)
9050225	2.297	 0.15	    0  0     0     0    0	f(2)(2300)
9060225	2.34	 0.32	    0  0     0     0    0	f(2)(2340)
2112	0.939566 7.424e-28  0  0     0     1    1	n
2212	0.938272 0	    3  1     1     1    1	P+
3112	1.19745	 4.45e-15   -3 0     0     1    0	Sigma-
3212	1.19264	 8.9e-06    0  0     0     1    0	Sigma
3222	1.18937	 8.24e-15   3  0     0     1    0	Sigma+
3122	1.11568	 2.501e-15  0  0     0     1    0	Lambda
3312	1.32132	 4.02e-15   -3 0     0     1    0	Xi-
3322	1.3149	 2.27e-15   0  0     0     1    0	Xi
12112	1.44	 0.35	    0  0     0     0    0	N(1440)
12212	1.44	 0.35	    3  0     0     0    0	N(1440)+
13112	1.66	 0.1	    -3 0     0     0    0	Sigma(1660)-
13212	1.66	 0.1	    0  0     0     0    0	Sigma(1660)
13222	1.66	 0.1	    3  0     0     0    0	Sigma(1660)+
13122	1.407	 0.05	    0  0     0     0    0	Lambda(1405)
22112	1.535	 0.15	    0  0     0     0    0	N(1535)
22212	1.535	 0.15	    3  0     0     0    0	N(1535)+
23112	1.75	 0.09	    -3 0     0     0    0	Sigma(1750)-
23212	1.75	 0.09	    0  0     0     0    0	Sigma(1750)
23222	1.75	 0.09	    3  0     0     0    0	Sigma(1750)+
23122	1.6	 0.15	    0  0     0     0    0	Lambda(1600)
1114	1.232	 0.12	    -3 0     0     1    0	Delta(1232)-
2114	1.232	 0.12	    0  0     0     1    0	Delta(1232)
2214	1.232	 0.12	    3  0     0     1    0	Delta(1232)+
2224	1.232	 0.12	    6  0     0     1    0	Delta(1232)++
3114	1.3872	 0.0394	    -3 0     0     1    0	Sigma(1385)-
3214	1.3837	 0.036	    0  0     0     1    0	Sigma(1385)
3224	1.3828	 0.0358	    3  0     0     1    0	Sigma(1385)+
3124	1.5195	 0.0156     0  0     0     0    0	Lambda(1520)
3314	1.535	 0.0099	    -3 0     0     1    0	Xi(1530)-
3324	1.5318	 0.0091	    0  0     0     1    0	Xi(1530)
3334	1.67245	 8.01e-15   -3 0     0     1    0	Omega-
11114	1.7	 0.3	    -3 0     0     0    0	Delta(1700)-
12114	1.7	 0.3	    0  0     0     0    0	Delta(1700)
12214	1.7	 0.3	    3  0     0     0    0	Delta(1700)+
12224	1.7	 0.3	    6  0     0     0    0	Delta(1700)++
13114	1.67	 0.06	    -3 0     0     0    0	Sigma(1670)-
13214	1.67	 0.06	    0  0     0     0    0	Sigma(1670)
13224	1.67	 0.06	    3  0     0     0    0	Sigma(1670)+
13124	1.69	 0.06	    0  0     0     0    0	Lambda(1690)
13314	1.823	 0.024	    -3 0     0     0    0	Xi(1820)-
13324	1.823	 0.024	    0  0     0     0    0	Xi(1820)
21114	1.92	 0.2	    -3 0     0     0    0	Delta(1920)-
22114	1.92	 0.2	    0  0     0     0    0	Delta(1920)
22214	1.92	 0.2	    3  0     0     0    0	Delta(1920)+
22224	1.92	 0.2	    6  0     0     0    0	Delta(1920)++
23114	1.94	 0.22	    -3 0     0     0    0	Sigma(1940)-
23214	1.94	 0.22	    0  0     0     0    0	Sigma(1940)
23224	1.94	 0.22	    3  0     0     0    0	Sigma(1940)+
23124	1.89	 0.1	    0  0     0     0    0	Lambda(1890)
31114	1.6	 0.35	    -3 0     0     0    0	Delta(1600)-
32114	1.6	 0.35	    0  0     0     0    0	Delta(1600)
32214	1.6	 0.35	    3  0     0     0    0	Delta(1600)+
32224	1.6	 0.35	    6  0     0     0    0	Delta(1600)++
1116	1.905	 0.35	    -3 0     0     0    0	Delta(1905)-
1216	1.905	 0.35	    0  0     0     0    0	Delta(1905)
2126	1.905	 0.35	    3  0     0     0    0	Delta(1905)+
2226	1.905	 0.35	    6  0     0     0    0	Delta(1905)++
3116	1.775	 0.12	    -3 0     0     0    0	Sigma(1775)-
3216	1.775	 0.12	    0  0     0     0    0	Sigma(1775)
3226	1.775	 0.12	    3  0     0     0    0	Sigma(1775)+
3126	1.82	 0.08	    0  0     0     0    0	Lambda(1820)
11116	1.93	 0.35	    -3 0     0     0    0	Delta(1930)-
11216	1.93	 0.35	    0  0     0     0    0	Delta(1930)
12126	1.93	 0.35	    3  0     0     0    0	Delta(1930)+
12226	1.93	 0.35	    6  0     0     0    0	Delta(1930)++
13116	1.915	 0.12	    -3 0     0     0    0	Sigma(1915)-
13126	1.83	 0.095	    0  0     0     0    0	Lambda(1830)
13216	1.915	 0.12	    0  0     0     0    0	Sigma(1915)
13226	1.915	 0.12	    3  0     0     0    0	Sigma(1915)+
13316	2.025	 0.02	    -3 0     0     0    0	Xi(2030)-
13326	2.025	 0.02	    0  0     0     0    0	Xi(2030)
23126	2.11	 0.2	    0  0     0     0    0	Lambda(2110)
1118	1.95	 0.3	    -3 0     0     0    0	Delta(1950)-
2118	1.95	 0.3	    0  0     0     0    0	Delta(1950)
2218	1.95	 0.3	    3  0     0     0    0	Delta(1950)+
2228	1.95	 0.3	    6  0     0     0    0	Delta(1950)++
3118	2.03	 0.18	    -3 0     0     0    0	Sigma(2030)-
3218	2.03	 0.18	    0  0     0     0    0	Sigma(2030)
3228	2.03	 0.18	    3  0     0     0    0	Sigma(2030)+
3128	2.1	 0.2	    0  0     0     0    0	Lambda(2100)
1112	1.62	 0.15	    -3 0     0     0    0	Delta(1620)-
1212	1.62	 0.15	    0  0     0     0    0	Delta(1620)
2122	1.62	 0.15	    3  0     0     0    0	Delta(1620)+
2222	1.62	 0.15	    6  0     0     0    0	Delta(1620)++
21112	1.91	 0.25	    -3 0     0     0    0	Delta(1910)-
21212	1.91	 0.25	    0  0     0     0    0	Delta(1910)
22122	1.91	 0.25	    3  0     0     0    0	Delta(1910)+
22222	1.91	 0.25	    6  0     0     0    0	Delta(1910)++
32112	1.65	 0.15	    0  0     0     0    0	N(1650)
32212	1.65	 0.15	    3  0     0     0    0	N(1650)+
42112	1.71	 0.1	    0  0     0     0    0	N(1710)
42212	1.71	 0.1	    3  0     0     0    0	N(1710)+
1214	1.52	 0.12	    0  0     0     0    0	N(1520)
2124	1.52	 0.12	    3  0     0     0    0	N(1520)+
21214	1.7	 0.1	    0  0     0     0    0	N(1700)
22124	1.7	 0.1	    3  0     0     0    0	N(1700)+
31214	1.72	 0.15	    0  0     0     0    0	N(1720)
32124	1.72	 0.15	    3  0     0     0    0	N(1720)+
2116	1.675	 0.15	    0  0     0     0    0	N(1675)
2216	1.675	 0.15	    3  0     0     0    0	N(1675)+
12116	1.68	 0.13	    0  0     0     0    0	N(1680)
12216	1.68	 0.13	    3  0     0     0    0	N(1680)+
1218	2.19	 0.45	    0  0     0     0    0	N(2190)
2128	2.19	 0.45	    3  0     0     0    0	N(2190)+
43122	1.8	 0.3	    0  0     0     0    0	Lambda(1800)
53122	1.81	 0.15	    0  0     0     0    0	Lambda(1810)
33122	1.67	 0.035	    0  0     0     0    0	Lambda(1670)
4112	2.4522	 0.0022     0  0     0     1    0	Sigma(c)(2455)
4212	2.4536	 0.0023     3  0     0     1    0	Sigma(c)(2455)+
4222	2.4528	 0.0023     6  0     0     1    0	Sigma(c)(2455)++
4122	2.2849	 3.19e-12   3  0     0     1    0	Lambda(c)+
4132	2.4703	 5.875e-12  0  0     0     1    0	Xi(c)
4232	2.4656	 1.489e-12  3  0     0     1    0	Xi(c)+
4312    2.55     0.001      0  0     0     1    0       Xi'(c)          
4322    2.55     0.001      3  0     0     1    0       Xi'(c)+          
4332	2.704	 1.02e-11   0  0     0     1    0	Omega(c)
14122	2.5939	 0.0036     3  0     0     0    0	Lambda(c)(2593)+
4114    2.5175   0.0150	    0  0     0     1    0       Sigma(c)(2520)             
4214	2.5159	 0.0150	    3  0     0     1    0	Sigma(c)(2520)+
4224	2.5194	 0.0150	    6  0     0     1    0	Sigma(c)(2520)++
4314    2.63     0.003      0  0     0     1    0       Xi*(c)          
4324    2.63     0.003      3  0     0     1    0       Xi*(c)+          
4334    2.8      0.001      0  0     0     1    0       Omega*(c)
5112    5.8      0.001     -3  0     0     1    0       Sigma(b)-        
5212    5.8      0.001      0  0     0     1    0       Sigma(b)        
5222    5.8      0.001      3  0     0     1    0       Sigma(b)+        
5122	5.624	 5.31e-13   0  0     0     1    0	Lambda(b)
5132    5.84     1.e-13    -3  0     0     1    0       Xi(b)-           
5232    5.84     1.e-13     0  0     0     1    0       Xi(b)
5312    5.96     1.e-13    -3  0     0     1    0       Xi'(b)-          
5322    5.96     1.e-13     0  0     0     1    0       Xi'(b)          
5332    6.12     1.e-15    -3  0     0     1    0       Omega(b)-        
5114    5.81     0.01      -3  0     0     1    0       Sigma*(b)-       
5214    5.81     0.01       0  0     0     1    0       Sigma*(b)       
5224    5.81     0.01       3  0     0     1    0       Sigma*(b)+       
5314    5.97     0.001     -3  0     0     1    0       Xi*(b)-          
5324    5.97     0.001      0  0     0     1    0       Xi*(b)
5334    6.13     0.0003    -3  0     0     1    0       Omega*(b)-       
1103    0.77133	 0	    -2 0     1       1    1	dd_1
2101    0.57933	 0	    1  0     1       1    1	ud_0
2103    0.77133	 0	    1  0     1       1    1	ud_1
2203    0.77133	 0	    4  0     1       1    1	uu_1
3101    0.80473	 0	    -2 0     1       1    1	sd_0
3103    0.92953	 0	    -2 0     1       1    1	sd_1
3201    0.80473	 0	    1  0     1       1    1	su_0
3203    0.92953	 0	    1  0     1       1    1	su_1
3303    1.09361	 0	    -2 0     1       1    1	ss_1
4101    1.96908	 0	    1  0     1       1    1	cd_0
4103    2.00808	 0	    1  0     1       1    1	cd_1
4201    1.96908	 0	    4  0     1       1    1	cu_0
4203    2.00808	 0	    4  0     1       1    1	cu_1
4301    2.15432	 0	    1  0     1       1    1	cs_0
4303    2.17967	 0	    1  0     1       1    1	cs_1
4403    3.27531	 0	    4  0     1       1    1	cc_1
5101    5.38897	 0	    -2 0     1       1    1	bd_0
5103    5.40145	 0	    -2 0     1       1    1	bd_1
5201    5.38897	 0	    1  0     1       1    1	bu_0
5203    5.40145	 0	    1  0     1       1    1	bu_1
5301    5.56725	 0	    -2 0     1       1    1	bs_0
5303    5.57536	 0	    -2 0     1       1    1	bs_1
5401    6.67143	 0	    1  0     1       1    1	bc_0
5403    6.67397	 0	    1  0     1       1    1	bc_1
5503   10.07354	 0	    -2 0     1       1    1	bb_1
4412    3.59798  0.         3  0     0     0    0       Xi(cc)+          
4414    3.65648  0.         3  0     0     0    0       Xi*(cc)+         
4422    3.59798  0.         6  0     0     0    0       Xi(cc)++         
4424    3.65648  0.         6  0     0     0    0       Xi*(cc)++        
4432    3.78663  0.         3  0     0     0    0       Omega(cc)+       
4434    3.82466  0.         3  0     0     0    0       Omega*(cc)+      
4444    4.91594  0.         6  0     0     0    0       Omega*(ccc)++    
5142    7.00575  0.         0  0     0     1    0       Xi(bc)        
5242    7.00575  0.         3  0     0     0    0       Xi(bc)+          
5342    7.19099  0.         0  0     0     0    0       Omega(bc)       
5412    7.03724  0.         0  0     0     0    0       Xi'(bc)         
5414    7.0485   0.         0  0     0     0    0       Xi*(bc)         
5422    7.03724  0.         3  0     0     0    0       Xi'(bc)+         
5424    7.0485   0.         3  0     0     0    0       Xi*(bc)+         
5432    7.21101  0.         0  0     0     0    0       Omega'(bc)      
5434    7.219    0.         0  0     0     0    0       Omega*(bc)      
5442    8.30945  0.         3  0     0     0    0       Omega(bcc)+      
5444    8.31325  0.         3  0     0     0    0       Omega*(bcc)+     
5512   10.42272  0.        -3  0     0     0    0       Xi(bb)-          
5514   10.44144  0.        -3  0     0     0    0       Xi*(bb)-         
5522   10.42272  0.         0  0     0     0    0       Xi(bb)          
5524   10.44144  0.         0  0     0     0    0       Xi*(bb)         
5532   10.60209  0.        -3  0     0     0    0       Omega(bb)-       
5534   10.61426  0.        -3  0     0     0    0       Omega*(bb)-      
5542   11.70767  0.         0  0     0     0    0       Omega(bbc)     
5544   11.71147  0.         0  0     0     0    0       Omega*(bbc)     
5554   15.11061  0.        -3  0     0     0    0       Omega*(bbb)-     
5505   1000000.0 1000	    0  0     0       0    0	ralf
