# x_{min}=0, x_{max}=5.5, y_{min}=0.4, y_{max}=1
   2.500e-01    9.571e-01   2.500e-01    2.500e-01   1.064e-03    1.064e-03
   1.000e+00    9.077e-01   5.000e-01    4.844e-01   1.489e-03    1.489e-03
   1.969e+00    8.582e-01   4.844e-01    4.844e-01   2.340e-03    2.340e-03
   2.938e+00    7.923e-01   4.844e-01    4.688e-01   3.830e-03    3.830e-03
   3.875e+00    7.396e-01   4.688e-01    4.688e-01   7.660e-03    7.660e-03
   4.812e+00    6.835e-01   4.688e-01    4.880e-01   2.191e-02    2.191e-02
