0.05	0.51	0.05	0.05
0.15	0.59	0.05	0.05
0.25	0.71	0.05	0.05
0.35	0.73	0.05	0.05
0.45	0.65	0.05	0.05
0.55	0.83	0.05	0.06
0.65	0.92	0.05	0.06
0.75	1.11	0.05	0.09
0.85	1.56	0.05	0.10
0.95	2.42	0.05	0.21

